datetime,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day,month,year,dayofweek,dayofyear,week,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_night,is_morning,is_afternoon,is_evening,is_weekend,season,CO(GT)_to_NOx(GT),CO(GT)_diff,CO(GT)_diff_abs,PT08.S1(CO)_diff,PT08.S1(CO)_diff_abs,NOx(GT)_diff,NOx(GT)_diff_abs,CO(GT)_rolling_mean_6h,CO(GT)_rolling_std_6h,PT08.S1(CO)_rolling_mean_6h,PT08.S1(CO)_rolling_std_6h,CO(GT)_lag_1,CO(GT)_lag_3,CO(GT)_lag_6,PT08.S1(CO)_lag_1,PT08.S1(CO)_lag_3,PT08.S1(CO)_lag_6,CO(GT)_times_PT08.S1(CO),CO(GT)_plus_PT08.S1(CO),pollution_index
2004-05-11 10:00:00,4.5,1395.0,22.6,1368.0,322.0,605.0,163.0,2032.0,1675.0,21.9,35.2,0.9128,10,11,5,2004,1,132,20,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.013975155236102002,-0.2999999999999998,0.2999999999999998,-118.0,118.0,-44.0,44.0,3.5666666666666664,2.0343713197611355,1305.1666666666667,284.7401739598143,4.8,4.6,0.2,1513.0,1469.0,807.0,6277.5,1399.5,0.3410406934372084
2004-05-11 11:00:00,3.0,1209.0,18.3,1248.0,188.0,712.0,119.0,1891.0,1295.0,23.5,29.5,0.8435,11,11,5,2004,1,132,20,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.015957446723630603,-1.5,1.5,-186.0,186.0,-134.0,134.0,3.9666666666666663,1.5002222057637526,1362.3333333333333,201.07577344539803,4.5,5.5,0.6,1395.0,1553.0,866.0,3627.0,1212.0,-0.07877470165487631
2004-05-11 12:00:00,2.5,1142.0,13.9,1115.0,144.0,776.0,96.0,1735.0,1091.0,24.3,29.8,0.8926,12,11,5,2004,1,132,20,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.01736111099054784,-0.5,0.5,-67.0,67.0,-44.0,44.0,4.1499999999999995,1.1502173707608447,1380.1666666666667,168.31448739388108,3.0,4.8,1.4,1209.0,1513.0,1035.0,2855.0,1144.5,-0.06612481414922983
2004-05-11 13:00:00,2.3,1140.0,14.4,1129.0,132.0,765.0,94.0,1728.0,1023.0,23.8,31.7,0.9212,13,11,5,2004,1,132,20,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.01742424229224059,-0.20000000000000018,0.20000000000000018,-2.0,2.0,-12.0,12.0,3.7666666666666657,1.3381579378633384,1325.3333333333333,186.2242375918485,2.5,4.5,4.6,1142.0,1395.0,1469.0,2622.0,1142.3,-0.09419895586544023
2004-05-11 14:00:00,2.0,1105.0,11.6,1035.0,117.0,826.0,86.0,1643.0,877.0,24.2,31.2,0.9257,14,11,5,2004,1,132,20,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.017094016947914386,-0.2999999999999998,0.2999999999999998,-35.0,35.0,-15.0,15.0,3.1833333333333322,1.185608142122291,1250.6666666666667,165.32473095899968,2.3,3.0,5.5,1140.0,1209.0,1553.0,2210.0,1107.0,-0.1691979118520984
2004-05-11 15:00:00,1.9,1131.0,12.2,1058.0,121.0,824.0,91.0,1664.0,931.0,26.5,27.2,0.9282,15,11,5,2004,1,132,20,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.01570247920907042,-0.10000000000000009,0.10000000000000009,26.0,26.0,4.0,4.0,2.6999999999999993,0.9654014708917794,1187.0,107.55649678192054,2.0,2.5,4.8,1105.0,1142.0,1513.0,2148.9,1132.9,-0.13929314731148337
2004-05-11 16:00:00,1.9,1162.0,12.4,1064.0,124.0,832.0,97.0,1675.0,913.0,25.7,28.4,0.9248,16,11,5,2004,1,132,20,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.015322580521592093,0.0,0.0,31.0,31.0,3.0,3.0,2.266666666666666,0.4320493798938782,1148.1666666666667,35.08513455391238,1.9,2.3,4.5,1131.0,1140.0,1395.0,2207.7999999999997,1163.9,-0.0831849143026777
2004-05-11 17:00:00,3.5,1336.0,21.1,1326.0,188.0,674.0,125.0,1923.0,1255.0,26.3,27.5,0.9306,17,11,5,2004,1,132,20,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.018617021177569037,1.6,1.6,174.0,174.0,64.0,64.0,2.349999999999999,0.6123724356958081,1169.3333333333333,83.72255769304971,1.9,2.0,3.0,1162.0,1105.0,1209.0,4676.0,1339.5,0.2650386271631167
2004-05-11 18:00:00,4.6,1533.0,29.9,1549.0,226.0,573.0,140.0,2233.0,1571.0,24.4,31.6,0.9545,18,11,5,2004,1,132,20,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.020353982210823088,1.0999999999999996,1.0999999999999996,197.0,197.0,38.0,38.0,2.6999999999999993,1.1117553687749886,1234.5,167.9723191481235,3.5,1.9,2.5,1336.0,1131.0,1142.0,7051.799999999999,1537.6,0.4192399141528593
2004-05-11 19:00:00,6.3,1650.0,34.3,1649.0,266.0,528.0,158.0,2345.0,1779.0,23.1,35.3,0.9845,19,11,5,2004,1,132,20,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.023684210437277402,1.7000000000000002,1.7000000000000002,117.0,117.0,40.0,40.0,3.366666666666666,1.80628532260733,1319.5,228.66285225195335,4.6,1.9,2.3,1533.0,1162.0,1140.0,10395.0,1656.3,0.7232487271169159
2004-05-11 20:00:00,5.0,1535.0,26.1,1458.0,269.0,568.0,159.0,2120.0,1735.0,21.1,40.2,0.997,20,11,5,2004,1,132,20,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.018587360525697545,-1.2999999999999998,1.2999999999999998,-115.0,115.0,3.0,3.0,3.866666666666666,1.7671068633975304,1391.1666666666667,214.9636403363717,6.3,3.5,2.0,1650.0,1336.0,1105.0,7675.0,1540.0,0.6035568113531263
2004-05-11 21:00:00,3.3,1382.0,18.1,1243.0,183.0,632.0,128.0,1941.0,1511.0,19.2,52.3,1.1516,21,11,5,2004,1,132,20,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.01803278678670608,-1.7000000000000002,1.7000000000000002,-153.0,153.0,-86.0,86.0,4.099999999999999,1.5323185047502323,1433.0,174.89654084629035,5.0,4.6,1.9,1535.0,1533.0,1131.0,4560.599999999999,1385.3,0.3608071977686606
2004-05-11 22:00:00,2.7,1335.0,14.2,1122.0,167.0,673.0,114.0,1840.0,1424.0,18.1,58.7,1.2072,22,11,5,2004,1,132,20,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.016167664573846323,-0.5999999999999996,0.5999999999999996,-47.0,47.0,-16.0,16.0,4.233333333333333,1.3231276078544547,1461.8333333333333,129.70646347296903,3.3,6.3,1.9,1382.0,1650.0,1162.0,3604.5000000000005,1337.7,0.29391860014433185
2004-05-11 23:00:00,2.2,1267.0,12.4,1064.0,138.0,706.0,100.0,1766.0,1348.0,17.3,58.8,1.1494,23,11,5,2004,1,132,20,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.0159420288699853,-0.5,0.5,-68.0,68.0,-29.0,29.0,4.016666666666667,1.5535979745953117,1450.3333333333333,145.2248830836668,2.7,5.0,3.5,1335.0,1535.0,1336.0,2787.4,1269.2,0.18810818703460816
2004-05-12 00:00:00,1.7,1122.0,8.7,926.0,105.0,805.0,88.0,1619.0,1174.0,16.9,58.8,1.125,0,12,5,2004,2,133,20,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.01619047603628118,-0.5000000000000002,0.5000000000000002,-145.0,145.0,-33.0,33.0,3.5333333333333328,1.7716282529545135,1381.8333333333333,188.82099106472504,2.2,3.3,4.6,1267.0,1382.0,1533.0,1907.3999999999999,1123.7,-0.07021309619091175
2004-05-12 01:00:00,0.8,986.0,5.2,771.0,54.0,964.0,67.0,1518.0,947.0,17.6,57.6,1.1484,1,12,5,2004,2,133,20,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.014814814540466398,-0.8999999999999999,0.8999999999999999,-136.0,136.0,-51.0,51.0,2.616666666666666,1.446950816948066,1271.1666666666667,194.70738729351137,1.7,2.7,6.3,1122.0,1335.0,1650.0,788.8000000000001,986.8,-0.2679890392189603
2004-05-12 02:00:00,0.8,966.0,4.6,744.0,58.0,967.0,65.0,1511.0,935.0,15.6,63.9,1.1287,2,12,5,2004,2,133,20,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.01379310321046374,0.0,0.0,-20.0,20.0,4.0,4.0,1.916666666666666,1.0147249216741878,1176.3333333333333,178.38908785759796,0.8,2.2,5.0,986.0,1267.0,1535.0,772.8000000000001,966.8,-0.2620314455027694
2004-05-12 03:00:00,0.6,919.0,3.1,661.0,58.0,1089.0,65.0,1468.0,838.0,14.9,65.7,1.1073,3,12,5,2004,2,133,20,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.010344827407847803,-0.20000000000000007,0.20000000000000007,-47.0,47.0,0.0,0.0,1.4666666666666661,0.8664102184685346,1099.1666666666667,171.64313754609037,0.8,1.7,3.3,966.0,1122.0,1382.0,551.4,919.6,-0.29319449786246127
2004-05-12 04:00:00,0.6,872.0,2.7,632.0,37.0,1132.0,47.0,1403.0,768.0,15.6,62.2,1.0961,4,12,5,2004,2,133,20,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.016216215777940114,0.0,0.0,-47.0,47.0,-21.0,21.0,1.116666666666666,0.6705718952257835,1022.0,146.67378770591472,0.6,0.8,2.7,919.0,986.0,1335.0,523.1999999999999,872.6,-0.41127903617983524
2004-05-12 05:00:00,0.8,967.0,4.7,749.0,84.0,996.0,57.0,1517.0,881.0,14.0,68.3,1.0884,5,12,5,2004,2,133,20,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.009523809410430841,0.20000000000000007,0.20000000000000007,95.0,95.0,47.0,47.0,0.8833333333333327,0.41190613817555893,972.0,84.33978894922576,0.6,0.8,2.2,872.0,966.0,1267.0,773.6,967.8,-0.31582562906337536
2004-05-12 06:00:00,1.5,1152.0,9.6,964.0,134.0,800.0,73.0,1705.0,1096.0,14.5,65.7,1.0804,6,12,5,2004,2,133,20,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.011194029767208733,0.7,0.7,185.0,185.0,50.0,50.0,0.8499999999999993,0.33316662497920846,977.0,95.20084033242524,0.8,0.6,1.7,967.0,919.0,1122.0,1728.0,1153.5,-0.16733757122523032
2004-05-12 07:00:00,4.1,1500.0,23.6,1393.0,279.0,560.0,95.0,2163.0,1495.0,15.5,62.2,1.0875,7,12,5,2004,2,133,20,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.014695340449120643,2.5999999999999996,2.5999999999999996,348.0,348.0,145.0,145.0,1.3999999999999992,1.3638181696985958,1062.6666666666667,234.40620014552994,1.5,0.6,0.8,1152.0,872.0,986.0,6149.999999999999,1504.1,0.2973130938152601
2004-05-12 08:00:00,5.9,1754.0,37.4,1716.0,333.0,452.0,110.0,2667.0,1895.0,17.0,56.8,1.0909,8,12,5,2004,2,133,20,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.01771771766451136,1.8000000000000007,1.8000000000000007,254.0,254.0,54.0,54.0,2.2499999999999996,2.229573950332219,1194.0,357.7255931576591,4.1,0.8,0.8,1500.0,967.0,966.0,10348.6,1759.9,0.6731592043572929
2004-05-12 09:00:00,5.1,1558.0,26.6,1469.0,336.0,525.0,121.0,2281.0,1758.0,18.8,52.4,1.1285,9,12,5,2004,2,133,20,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.015178571383397108,-0.8000000000000007,0.8000000000000007,-196.0,196.0,3.0,3.0,2.9999999999999996,2.318620279390311,1300.5,354.5858147190868,5.9,1.5,0.6,1754.0,1152.0,919.0,7945.799999999999,1563.1,0.4246857345905979
2004-05-12 10:00:00,3.9,1446.0,22.0,1350.0,280.0,568.0,108.0,2140.0,1630.0,19.7,51.9,1.1796,10,12,5,2004,2,133,20,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.01392857137882653,-1.1999999999999997,1.1999999999999997,-112.0,112.0,-56.0,56.0,3.549999999999999,2.0057417580536123,1396.1666666666667,286.8103322174165,5.1,4.1,0.6,1558.0,1500.0,872.0,5639.4,1449.9,0.19206383009489295
2004-05-12 11:00:00,3.4,1349.0,17.9,1236.0,275.0,627.0,125.0,1964.0,1530.0,20.9,44.6,1.0872,11,12,5,2004,2,133,20,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.012363636318677686,-0.5,0.5,-97.0,97.0,-5.0,5.0,3.9833333333333325,1.5131644546005751,1459.8333333333333,202.49485590173535,3.9,5.9,0.8,1446.0,1754.0,967.0,4586.599999999999,1352.4,0.06098092182045551
2004-05-12 12:00:00,3.3,1452.0,22.7,1371.0,207.0,576.0,117.0,2138.0,1622.0,21.9,43.3,1.1265,12,12,5,2004,2,133,20,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.015942028908492615,-0.10000000000000009,0.10000000000000009,103.0,103.0,-68.0,68.0,4.283333333333332,1.0206207261596505,1509.8333333333333,138.07304829931277,3.4,5.1,1.5,1349.0,1558.0,1152.0,4791.599999999999,1455.3,0.27876560621305907
2004-05-12 13:00:00,5.1,1676.0,29.3,1534.0,305.0,496.0,131.0,2413.0,1828.0,20.4,55.7,1.3205,13,12,5,2004,2,133,20,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.016721311420585864,1.7999999999999998,1.7999999999999998,224.0,224.0,98.0,98.0,4.449999999999999,1.065363787633118,1539.1666666666667,153.40979977388744,3.3,3.9,4.1,1452.0,1446.0,1500.0,8547.599999999999,1681.1,0.6913429821354505
2004-05-12 14:00:00,3.1,1327.0,14.7,1139.0,236.0,658.0,126.0,1894.0,1323.0,17.4,67.0,1.325,14,12,5,2004,2,133,20,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.013135593164679691,-1.9999999999999996,1.9999999999999996,-349.0,349.0,-69.0,69.0,3.983333333333333,0.904249228181399,1468.0,131.2600472344798,5.1,3.4,5.9,1676.0,1349.0,1754.0,4113.7,1330.1,0.2826066622724639
2004-05-12 15:00:00,2.5,1248.0,12.6,1072.0,183.0,713.0,114.0,1797.0,1188.0,17.1,64.0,1.2413,15,12,5,2004,2,133,20,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.013661202111140972,-0.6000000000000001,0.6000000000000001,-79.0,79.0,-53.0,53.0,3.5499999999999994,0.8848728722251546,1416.3333333333333,148.61314432668723,3.1,3.3,5.1,1327.0,1452.0,1558.0,3120.0,1250.5,0.14102558242674643
2004-05-12 16:00:00,2.4,1250.0,12.7,1074.0,162.0,724.0,123.0,1806.0,1166.0,17.3,61.1,1.1957,16,12,5,2004,2,133,20,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.01481481472336534,-0.10000000000000009,0.10000000000000009,2.0,2.0,-21.0,21.0,3.2999999999999994,0.9736529155710457,1383.6666666666667,161.748776399282,2.5,5.1,3.9,1248.0,1676.0,1446.0,3000.0,1252.4,0.1548323195234073
2004-05-12 17:00:00,2.8,1222.0,13.0,1084.0,157.0,727.0,116.0,1797.0,1108.0,17.7,56.3,1.13,17,12,5,2004,2,133,20,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,2,0.017834394790863725,0.3999999999999999,0.3999999999999999,-28.0,28.0,-5.0,5.0,3.1999999999999993,0.9919677414109791,1362.5,174.96256742514484,2.4,3.1,3.4,1250.0,1327.0,1349.0,3421.6,1224.8,0.14502114194811638
2004-05-12 18:00:00,2.9,1159.0,13.4,1097.0,136.0,748.0,107.0,1709.0,995.0,17.4,48.6,0.9559,18,12,5,2004,2,133,20,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.02132352925497405,0.10000000000000009,0.10000000000000009,-63.0,63.0,-21.0,21.0,3.133333333333333,0.9973297682645729,1313.6666666666667,185.55502328599255,2.8,2.5,3.3,1222.0,1248.0,1452.0,3361.1,1161.9,-0.13663242653820426
2004-05-12 19:00:00,3.4,1192.0,14.8,1143.0,166.0,740.0,123.0,1767.0,1108.0,17.6,43.7,0.8698,19,12,5,2004,2,133,20,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.020481927587458267,0.5,0.5,33.0,33.0,30.0,30.0,2.849999999999999,0.37282703764614955,1233.0,57.668015398476655,2.9,2.4,5.1,1159.0,1250.0,1676.0,4052.7999999999997,1195.4,-0.009351086600983207
2004-05-12 20:00:00,2.2,1074.0,9.4,954.0,136.0,846.0,112.0,1570.0,956.0,16.7,47.2,0.892,20,12,5,2004,2,133,20,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.01617647046929066,-1.1999999999999997,1.1999999999999997,-118.0,118.0,-30.0,30.0,2.6999999999999993,0.4289522117905504,1190.8333333333333,66.94002290607455,3.4,2.8,3.1,1192.0,1222.0,1327.0,2362.8,1076.2,-0.1610214205817677
2004-05-12 21:00:00,1.6,984.0,6.9,851.0,112.0,959.0,101.0,1452.0,817.0,16.8,45.6,0.8636,21,12,5,2004,2,133,20,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.014285714158163267,-0.6000000000000001,0.6000000000000001,-90.0,90.0,-24.0,24.0,2.5499999999999994,0.6252999280345448,1146.8333333333333,100.3003821860414,2.2,2.9,2.5,1074.0,1159.0,1248.0,1574.4,985.6,-0.267197501957894
2004-05-12 22:00:00,1.3,970.0,5.2,773.0,87.0,1026.0,91.0,1425.0,658.0,16.1,52.0,0.946,22,12,5,2004,2,133,20,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.014942528563878983,-0.30000000000000004,0.30000000000000004,-14.0,14.0,-25.0,25.0,2.366666666666666,0.8115828156551098,1100.1666666666667,107.57400553417246,1.6,3.4,2.4,984.0,1192.0,1250.0,1261.0,971.3,-0.28790364067332747
2004-05-12 23:00:00,1.3,987.0,5.7,800.0,86.0,989.0,88.0,1462.0,658.0,15.5,57.1,0.996,23,12,5,2004,2,133,20,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,2,0.015116278893996757,0.0,0.0,17.0,17.0,-1.0,1.0,2.116666666666666,0.8795832346439302,1061.0,96.5608616365847,1.3,2.2,2.8,970.0,1074.0,1222.0,1283.1000000000001,988.3,-0.25372437534248365
2004-05-13 00:00:00,1.6,1003.0,6.5,836.0,98.0,949.0,96.0,1455.0,748.0,16.2,50.2,0.9156,0,13,5,2004,3,134,20,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.01632653044564765,0.30000000000000004,0.30000000000000004,16.0,16.0,12.0,12.0,1.8999999999999995,0.8049844718999337,1035.0,85.23379611398141,1.3,1.6,2.9,987.0,984.0,1159.0,1604.8000000000002,1004.6,-0.3149266440691572
2004-05-13 01:00:00,1.2,933.0,4.7,747.0,62.0,1045.0,75.0,1405.0,569.0,16.4,50.5,0.938,1,13,5,2004,3,134,20,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.019354838397502606,-0.40000000000000013,0.40000000000000013,-70.0,70.0,-36.0,36.0,1.533333333333333,0.3669695718539708,991.8333333333334,46.687971327383536,1.6,1.3,3.4,1003.0,970.0,1192.0,1119.6,934.2,-0.44109028011117424
2004-05-13 02:00:00,0.6,859.0,2.5,620.0,32.0,1201.0,47.0,1316.0,445.0,16.2,52.8,0.9626,2,13,5,2004,3,134,20,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.01874999941406252,-0.6,0.6,-74.0,74.0,-30.0,30.0,1.2666666666666662,0.3669695718539752,956.0,53.081070072108176,1.2,1.3,2.2,933.0,987.0,1074.0,515.4,859.6,-0.5675612979290386
2004-05-13 03:00:00,0.4,815.0,1.4,538.0,32.0,1412.0,47.0,1272.0,379.0,16.0,53.7,0.9723,3,13,5,2004,3,134,20,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.012499999609375013,-0.19999999999999996,0.19999999999999996,-44.0,44.0,0.0,0.0,1.066666666666666,0.4633213427705357,927.8333333333334,75.3987179378193,0.6,1.6,1.6,859.0,1003.0,984.0,326.0,815.4,-0.5663749512815532
2004-05-13 04:00:00,0.4,792.0,1.0,501.0,21.0,1554.0,25.0,1252.0,354.0,16.2,53.0,0.9672,4,13,5,2004,3,134,20,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.01904761814058961,0.0,0.0,-23.0,23.0,-11.0,11.0,0.9166666666666661,0.515428624221331,898.1666666666666,89.23769756480131,0.4,1.2,1.3,815.0,933.0,970.0,316.8,792.4,-0.6115662162450805
2004-05-13 05:00:00,0.4,835.0,1.7,560.0,41.0,1409.0,49.0,1317.0,407.0,16.2,53.7,0.9799,5,13,5,2004,3,134,20,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,2,0.009756097323022017,0.0,0.0,43.0,43.0,20.0,20.0,0.766666666666666,0.5125101625008969,872.8333333333334,80.08100065975101,0.4,0.6,1.3,792.0,859.0,987.0,334.0,835.4,-0.5880701675340404
2004-05-13 06:00:00,1.0,975.0,4.5,736.0,86.0,1069.0,85.0,1459.0,611.0,15.9,55.3,0.991,6,13,5,2004,3,134,20,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.011627906841535968,0.6,0.6,140.0,140.0,45.0,45.0,0.6666666666666661,0.3502380143084083,868.1666666666666,71.31456139293755,0.4,0.4,1.6,835.0,815.0,1003.0,975.0,976.0,-0.4690004110496724
2004-05-13 07:00:00,2.0,1133.0,9.4,957.0,174.0,815.0,106.0,1652.0,944.0,16.2,55.6,1.0151,7,13,5,2004,3,134,20,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.011494252807504294,1.0,1.0,158.0,158.0,88.0,88.0,0.7999999999999994,0.6324555320336985,901.5,130.15029773304502,1.0,0.4,1.2,975.0,792.0,933.0,2266.0,1135.0,-0.26638107184977294
2004-05-13 08:00:00,3.6,1347.0,17.9,1237.0,264.0,645.0,136.0,1984.0,1328.0,16.0,59.3,1.0711,8,13,5,2004,3,134,20,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.013636363584710744,1.6,1.6,214.0,214.0,90.0,90.0,1.2999999999999996,1.2884098726725215,982.8333333333334,219.8494181631296,2.0,0.4,0.6,1133.0,835.0,859.0,4849.2,1350.6,0.10300709217162829
2004-05-13 09:00:00,2.4,1122.0,10.6,1000.0,211.0,783.0,119.0,1663.0,1085.0,16.6,55.6,1.042,9,13,5,2004,3,134,20,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.011374407529031244,-1.2000000000000002,1.2000000000000002,-225.0,225.0,-53.0,53.0,1.6333333333333329,1.2675435561221104,1034.0,208.4034548657957,3.6,1.0,0.4,1347.0,975.0,815.0,2692.7999999999997,1124.4,-0.23776566142603994
2004-05-13 10:00:00,2.4,1152.0,11.0,1014.0,208.0,774.0,122.0,1714.0,1139.0,17.4,51.8,1.022,10,13,5,2004,3,134,20,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.011538461482988165,0.0,0.0,30.0,30.0,-3.0,3.0,1.966666666666666,1.134313301811577,1094.0,173.73543104387062,2.4,2.0,0.4,1122.0,1133.0,792.0,2764.7999999999997,1154.4,-0.23827141900507395
2004-05-13 11:00:00,1.6,1020.0,7.2,866.0,139.0,907.0,90.0,1554.0,799.0,17.6,49.7,0.9944,11,13,5,2004,3,134,20,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,2,0.011510791284095028,-0.7999999999999998,0.7999999999999998,-132.0,132.0,-69.0,69.0,2.166666666666666,0.8801515021101081,1124.8333333333333,129.31421680026554,2.4,3.6,0.4,1152.0,1347.0,835.0,1632.0,1021.6,-0.5150742707712559
